0,1,2,3,4
E(spl)m8-HLH,FBgn0000591,3R,26040240,26041008
CG14543,FBgn0039404,3R,26056630,26057350
Vps2,FBgn0039402,3R,26052821,26054128
Sld5,FBgn0039403,3R,26055657,26056547
E(spl)m4-BFM,FBgn0002629,3R,26023821,26024579
MESK4,FBgn0043069,3R,16988814,16990419
CG3534,FBgn0038463,3R,16996446,16999449
Irc,FBgn0038465,3R,17002875,17007208
CG8907,FBgn0038466,3R,17008269,17012533
Pxd,FBgn0004577,3R,17014576,17027987
CG5225,FBgn0038468,3R,17028693,17030701
CG31268,FBgn0051268,3R,17031802,17033515
AdSL,FBgn0038467,3R,17018780,17021120
CG4009,FBgn0038469,3R,17033588,17036045
CG18622,FBgn0038460,3R,16983510,16987732
Moca-cyp,FBgn0039581,3R,28340334,28345169
CG13838,FBgn0039041,3R,23042241,23042669
Ublcp1,FBgn0027526,3R,23061493,23062751
sav,FBgn0053193,3R,23058609,23061304
CG17119,FBgn0039045,3R,23054410,23058958
CG17121,FBgn0039043,3R,23044664,23048214
mRpL19,FBgn0037608,3R,8674109,8675196
CG44227,FBgn0265158,3R,8684793,8685176
CG8043,FBgn0037610,3R,8676915,8678233
CG11755,FBgn0037611,3R,8676915,8678955
CG46317,FBgn0284233,X,14261223,14264844
CG9801,FBgn0037623,3R,8735879,8747675
CG11760,FBgn0037615,3R,8719198,8721320
CG8202,FBgn0037622,3R,8732091,8735837
hb,FBgn0001180,3R,8690980,8697822
CG33325,FBgn0053325,3R,8678954,8680034
CG9773,FBgn0037609,3R,8675283,8676613
CG8223,FBgn0037624,3R,8747798,8754104
Gfat2,FBgn0039580,3R,28337019,28339765
CG13318,FBgn0037627,3R,8771246,8772691
larp,FBgn0261618,3R,28318162,28336440
CG34436,FBgn0085465,3R,28282580,28283548
cact,FBgn0000250,2L,16313036,16326207
Cyp12d1-p,FBgn0050489,2R,11117225,11121884
CG14688,FBgn0037819,3R,10677737,10680925
CG6465,FBgn0037818,3R,10675560,10677251
c(2)M,FBgn0028525,2L,16303264,16305940
Syx5,FBgn0011708,2L,16307346,16309274
fzy,FBgn0001086,2L,16310956,16313097
CG4278,FBgn0014092,2L,16327069,16328131
CG4440,FBgn0040984,2L,16329925,16330521
CG31817,FBgn0028899,2L,16330560,16337885
mRpL4,FBgn0001995,2L,16328059,16329132
CG5953,FBgn0032587,2L,16508078,16532877
cni,FBgn0000339,2L,16309292,16310726
CG5861,FBgn0015338,2L,16305801,16307298
d-cup,FBgn0038089,3R,12891956,12893158
Men,FBgn0002719,3R,12713103,12722442
Cyp304a1,FBgn0038095,3R,12963791,12965923
beat-Vb,FBgn0038092,3R,12916056,12934813
Spc25,FBgn0087021,3R,12961745,12963249
foxo,FBgn0038197,3R,14056945,14087978
CG14384,FBgn0038097,3R,12965938,12967712
CG10126,FBgn0038088,3R,12855544,12859246
beat-Va,FBgn0038087,3R,12840560,12848419
CG17450,FBgn0040028,X,21605884,21608920
Npc2b,FBgn0038198,3R,14089517,14092425
140up,FBgn0010340,3R,14124163,14125548
twf,FBgn0038206,3R,14122654,14124474
Kif19A,FBgn0038205,3R,14112451,14118450
CCHa1,FBgn0038199,3R,14092504,14096835
CG34278,FBgn0085307,3R,17120465,17120808
cher,FBgn0014141,3R,17091533,17125389
CG42779,FBgn0261847,3R,17121577,17122087
cal1,FBgn0038478,3R,17088280,17091938
sle,FBgn0037810,3R,10333115,10338265
CG12592,FBgn0037811,3R,10338342,10340872
CG31406,FBgn0051406,3R,10348761,10350010
Rfx,FBgn0020379,3R,10361760,10378068
CG46318,FBgn0284234,3R,18680604,18685290
nac,FBgn0265351,3R,8302686,8304023
CG40486,FBgn0263830,X,22958856,22960091
AgmNAT,FBgn0029813,X,5814864,5815820
stas,FBgn0030850,X,17623221,17627895
AANATL7,FBgn0040376,X,2580958,2583823
Mks1,FBgn0030395,X,12494395,12496597
Usp12-46,FBgn0039025,3R,22750901,22776374
tn,FBgn0265356,2R,18987344,19008944
CG2811,FBgn0035082,2R,24939706,24940483
CG8746,FBgn0033330,2R,8792633,8793773
sns,FBgn0024189,2R,8798489,8856091
CG30350,FBgn0050350,2R,8826391,8827755
CG8272,FBgn0033337,2R,8888404,8891401
Sec24AB,FBgn0033460,2R,9876232,9882357
Mal-A2,FBgn0002569,2R,8453627,8455782
l(2)k10201,FBgn0016970,2R,9399080,9399899
CG8800,FBgn0033408,2R,9395330,9396206
CSN7,FBgn0028836,2R,8421033,8428577
Mal-A8,FBgn0033297,2R,8471954,8473961
Mal-A5,FBgn0050359,2R,8462753,8465092
Cyp4e1,FBgn0015034,2R,8447451,8449745
Mal-A4,FBgn0033294,2R,8458815,8460884
Orc6,FBgn0023180,2R,9845458,9846485
Mal-A3,FBgn0002571,2R,8455909,8457892
Mal-A1,FBgn0002570,2R,8449664,8451904
Optix,FBgn0025360,2R,8031283,8042529
hebe,FBgn0033448,2R,9828104,9836642
Odc1,FBgn0013307,2R,8004824,8006672
Odc2,FBgn0013308,2R,8007246,8009062
sut1,FBgn0028563,2R,8082976,8087151
slv,FBgn0025469,2R,8080559,8083357
Vps28,FBgn0021814,2R,8078869,8080041
CG12769,FBgn0033252,2R,8052080,8065554
CG14762,FBgn0033250,2R,8009119,8013755
BBS4,FBgn0033578,2R,11135923,11139315
dila,FBgn0033447,2R,9823082,9827206
CG11191,FBgn0033249,2R,8000490,8002120
Hey,FBgn0027788,2R,7995438,7998278
dap,FBgn0010316,2R,9712321,9716256
Dic3,FBgn0033248,2R,7993798,7994968
CG13747,FBgn0033364,2R,9017815,9019032
CR18166,FBgn0029526,X,479864,481826
CG30001,FBgn0050001,2R,9821168,9822955
ana,FBgn0011746,2R,9062295,9077554
CG8080,FBgn0033373,2R,9089774,9092893
CNT1,FBgn0033371,2R,9082395,9085717
Dbp45A,FBgn0010220,2R,9087834,9089802
Ance-4,FBgn0033366,2R,9039728,9042142
CG13742,FBgn0033372,2R,9084598,9087808
Vang,FBgn0015838,2R,9103238,9106796
CG8197,FBgn0033369,2R,9060461,9061924
CG13743,FBgn0033368,2R,9044850,9060608
CG8170,FBgn0033365,2R,9019032,9031045
PPO2,FBgn0033367,2R,9042261,9044709
CG13744,FBgn0033363,2R,9014368,9017195
ctp,FBgn0011760,X,4687800,4702034
CG8172,FBgn0033362,2R,9007234,9013526
CG12391,FBgn0033581,2R,11147602,11150068
Np,FBgn0265011,2R,8992945,9006587
san,FBgn0024188,2R,11360706,11361871
Cyp4g1,FBgn0010019,X,467057,469335
Gr47b,FBgn0041241,2R,11361900,11363405
Uhg4,FBgn0083124,2R,9095273,9097312
Mys45A,FBgn0033379,2R,9111505,9113951
Chc,FBgn0000319,X,15827986,15835490
Socs44A,FBgn0033266,2R,8127575,8129476
CG42516,FBgn0260390,2R,8129354,8131323
Sfp70A4,FBgn0259970,3L,13296530,13296860
CG8078,FBgn0033375,2R,9096931,9098525
tsu,FBgn0033378,2R,9110799,9111578
bcd,FBgn0000166,3R,6755842,6759466
Nup50,FBgn0033264,2R,8123036,8125058
Pabp2,FBgn0005648,2R,8131431,8134374
sprt,FBgn0082585,2R,11384743,11397432
Ets98B,FBgn0005659,3R,27736538,27748366
CG8708,FBgn0033271,2R,8159406,8161565
Lpin,FBgn0263593,2R,8136986,8156654
CG30026,FBgn0050026,2R,11408576,11409449
Cyp6a18,FBgn0039519,3R,27478675,27482904
Dfd,FBgn0000439,3R,6791836,6802428
kermit,FBgn0010504,2R,8146918,8156654
Sod3,FBgn0033631,2R,11380347,11384114
babo,FBgn0011300,2R,8952339,8962796
CG12911,FBgn0033501,2R,10256686,10261276
Pbp49,FBgn0260398,2R,8129354,8131323
Tsp47F,FBgn0033629,2R,11377193,11379177
CG8229,FBgn0033356,2R,8948113,8951086
FANCI,FBgn0033354,2R,8934576,8939789
CG8712,FBgn0033258,2R,8096792,8098484
CG12384,FBgn0033624,2R,11357902,11359176
Cul4,FBgn0033260,2R,8102260,8106318
Syb,FBgn0003660,2R,10249435,10252417
CG44286,FBgn0265313,2R,9138486,9141981
CG13202,FBgn0033623,2R,11356114,11356600
CG33474,FBgn0053474,2R,10421706,10422989
CG12209,FBgn0033498,2R,10246071,10247560
RanBPM,FBgn0262114,2R,10429708,10436581
CG12895,FBgn0033523,2R,10436598,10437382
CG12896,FBgn0033521,2R,10426880,10427915
Sec31,FBgn0033339,2R,8893613,8898798
Ndg,FBgn0026403,2R,10313891,10322104
lin,FBgn0002552,2R,8914524,8918234
CG30349,FBgn0050349,2R,8907518,8910885
CG11883,FBgn0033538,2R,10617662,10641807
PAN2,FBgn0033352,2R,8928169,8933103
Tom7,FBgn0033357,2R,8951595,8952242
CG33199,FBgn0053199,2R,8947681,8951086
CG8230,FBgn0027607,2R,8944298,8947344
CG8248,FBgn0033347,2R,8918940,8920368
Pgi,FBgn0003074,2R,8910900,8914069
CG14760,FBgn0033277,2R,8254223,8256931
CG2291,FBgn0033279,2R,8260607,8261463
CG34219,FBgn0085248,2R,8917708,8918877
ana2,FBgn0027513,2R,8898729,8900211
CG8252,FBgn0033344,2R,8909432,8910349
Elp2,FBgn0033540,2R,10645735,10648634
CG12934,FBgn0033541,2R,10648888,10649830
pnut,FBgn0013726,2R,8237271,8240297
Git,FBgn0033539,2R,10641818,10645427
CG30369,FBgn0050369,2R,8259286,8259784
CG14759,FBgn0033278,2R,8259841,8260483
dpn,FBgn0010109,2R,8228971,8232330
Snr1,FBgn0011715,3R,5470926,5472754
mRpL44,FBgn0037330,3R,5469463,5470636
CG12007,FBgn0037293,3R,5128087,5129939
dpr16,FBgn0037295,3R,5150908,5170121
CG12589,FBgn0040684,3R,5137057,5138989
CG12877,FBgn0039544,3R,27707100,27710857
ALiX,FBgn0086346,3R,27696466,27700110
CG13978,FBgn0039518,3R,27464189,27467080
MTA1-like,FBgn0027951,3R,5638655,5648738
CG8736,FBgn0033308,2R,8594031,8595001
CG3339,FBgn0039510,3R,27294286,27322325
CG3330,FBgn0039511,3R,27329693,27330882
Klp98A,FBgn0004387,3R,27547775,27559145
CG44290,FBgn0265317,3R,27438871,27440944
CG31259,FBgn0051259,3R,8523944,8526667
side,FBgn0016061,3R,27375088,27437482
pch2,FBgn0051453,3R,8559540,8561764
CG11741,FBgn0040531,3R,8528423,8528877
Neurochondrin,FBgn0037447,3R,6468437,6471016
CG15186,FBgn0037448,3R,6478311,6495025
PGRP-SC1a,FBgn0043576,2R,8709733,8710320
CG31460,FBgn0051460,3R,8562673,8563445
mRpS18A,FBgn0051450,3R,8561917,8562593
CG8738,FBgn0033321,2R,8696428,8698583
PGRP-SC1b,FBgn0033327,2R,8713446,8715094
gcl,FBgn0005695,2R,8724258,8728999
CG8740,FBgn0027585,2R,8735810,8759590
stmA,FBgn0086784,2R,8729502,8734304
CG30356,FBgn0050356,2R,8728964,8729501
CG14767,FBgn0040777,2R,8718017,8723839
CG14744,FBgn0033324,2R,8706388,8709486
CG8586,FBgn0033320,2R,8692796,8696245
CG42326,FBgn0259226,2R,8573368,8584779
pdm3,FBgn0261588,2R,8327490,8396280
CG8701,FBgn0033287,2R,8371073,8372142
CG2121,FBgn0033289,2R,8396397,8411767
CG2127,FBgn0033286,2R,8368344,8370038
boly,FBgn0050362,2R,8365550,8366688
cola,FBgn0050363,2R,8363272,8365345
swif,FBgn0050366,2R,8363272,8365345
hubl,FBgn0050364,2R,8359466,8362156
spaw,FBgn0050365,2R,8359466,8362156
CG43183,FBgn0262812,2R,8592195,8592969
CG8635,FBgn0033317,2R,8630207,8631962
GstT1,FBgn0050000,2R,9605988,9607184
Su(var)2-10,FBgn0003612,2R,9116122,9122000
Prp38,FBgn0050342,2R,9143956,9145151
ptc,FBgn0003892,2R,8649649,8665223
slbo,FBgn0005638,2R,24331522,24334307
Phax,FBgn0033380,2R,9114274,9116030
Hydr1,FBgn0033382,2R,9132480,9135453
CG8788,FBgn0028955,2R,9138486,9141981
CG30344,FBgn0050344,2R,9145260,9148512
CG30345,FBgn0050345,2R,9148689,9151892
unpg,FBgn0015561,2R,9195205,9199870
wun2,FBgn0041087,2R,9414342,9417846
CG8027,FBgn0033392,2R,9204410,9207124
shrb,FBgn0086656,2R,9142146,9143914
Rme-8,FBgn0015477,2R,9167763,9177261
CG42382,FBgn0259728,2R,9166566,9167508
CG8046,FBgn0033388,2R,9162037,9164967
CG8008,FBgn0033387,2R,9157907,9161436
alc,FBgn0260972,2R,9135375,9137933
CG18659,FBgn0027561,2R,9123304,9132030
CG17230,FBgn0046225,3R,11437785,11467372
RpL24-like,FBgn0037899,3R,11430740,11431582
Wnt2,FBgn0004360,2R,9494166,9503188
ced-6,FBgn0029092,2R,9434669,9444937
Dbp80,FBgn0024804,3L,27279316,27422159
Mitf,FBgn0263112,4,1198852,1224467
CG17684,FBgn0263780,2R,1866080,2262115
vtd,FBgn0260987,3L,27136525,27157999
CG30271,FBgn0050271,2R,22816474,22822111
CG1208,FBgn0037386,3R,5831639,5838782
CG6813,FBgn0037923,3R,11625051,11626638
Yippee,FBgn0026749,X,13385914,13387417
TpnC73F,FBgn0010424,3L,17046063,17048390
Wbp2,FBgn0036318,3L,12850165,12853169
CG11178,FBgn0030499,X,13605681,13609529
CG5828,FBgn0031682,2L,5093976,5095910
CG42795,FBgn0261928,3R,10225690,10251277
CG7251,FBgn0031723,2L,5587115,5588414
CR40546,FBgn0085742,2L,5587115,5588414
Rab10,FBgn0015789,X,20251338,20254691
roq,FBgn0036621,3L,16370938,16378566
CG43064,FBgn0262366,3L,11834721,11836721
rod,FBgn0003268,3R,31580951,31588244
CG11737,FBgn0037592,3R,8517868,8521378
CG12948,FBgn0037739,3R,9746167,9747744
Nup93-1,FBgn0027537,X,13822826,13825910
CG1434,FBgn0030554,X,14237988,14240152
CG5541,FBgn0030603,X,15044123,15051842
Graf,FBgn0030685,X,15751674,15760733
PGRP-LE,FBgn0030695,X,15801153,15803880
Myb,FBgn0002914,X,15854832,15857823
Pp2B-14D,FBgn0011826,X,16554627,16560016
BthD,FBgn0030501,X,13612131,13613228
bt,FBgn0005666,4,724400,776474
Cals,FBgn0039928,4,1112874,1123357
CG30156,FBgn0050156,2R,6981446,6985712
fuss,FBgn0039932,4,962341,978489
nemy,FBgn0261673,2R,12659497,12670219
NfI,FBgn0042696,4,268175,276369
zfh2,FBgn0004607,4,501810,540874
CG10311,FBgn0038420,3R,16350786,16357015
CG12547,FBgn0250830,2R,4785855,4788965
Ubx,FBgn0003944,3R,16656623,16734426
CG11786,FBgn0039264,3R,25046323,25047409
CG34281,FBgn0085310,3R,17612887,17613404
CG14327,FBgn0038526,3R,17613709,17614933
Inx3,FBgn0265274,3R,28853606,28859497
CG15209,FBgn0030237,X,10842205,10842995
Ude,FBgn0039226,3R,24797460,24799668
CG1440,FBgn0030038,X,8437057,8441264
Hs2st,FBgn0024230,2L,19442833,19444750
Ant2,FBgn0025111,X,10778954,10786907
Idgf4,FBgn0026415,X,9927973,9930948
bif,FBgn0014133,X,11678970,11694740
CG31287,FBgn0051287,3R,16203371,16204961
CG32855,FBgn0052855,3R,16078980,16080992
bou,FBgn0261284,X,6986486,6987188
fkh,FBgn0000659,3R,28580976,28585264
Nrx-1,FBgn0038975,3R,22468512,22486969
CG31274,FBgn0051274,3R,16993016,16994532
Ctr1B,FBgn0062412,3R,8317612,8319205
CG45218,FBgn0266745,3R,15290309,15290799
Prosalpha4T1,FBgn0265606,3R,20748184,20749074
su(r),FBgn0086450,X,9196808,9201820
Gip,FBgn0011770,X,10328877,10329872
CG31643,FBgn0051643,2L,6038117,6041283
Atg8a,FBgn0052672,X,10764878,10768338
ZAP3,FBgn0052685,X,10071858,10082492
Csl4,FBgn0032346,2L,11122574,11123567
Ada1-1,FBgn0051865,2L,11996809,11997965
CG31909,FBgn0051909,2L,7257512,7258198
Wnt4,FBgn0010453,2L,7255419,7277171
CG12065,FBgn0030052,X,8574306,8588528
Spt6,FBgn0028982,X,6267797,6274984
CG4586,FBgn0029924,X,6969918,6972265
CG3040,FBgn0029925,X,6972324,6973393
Cht11,FBgn0029913,X,6847877,6849517
RpL17,FBgn0029897,X,6741537,6744238
Mcm6,FBgn0025815,X,6674387,6677176
Arfrp1,FBgn0030088,X,9107069,9108354
Br140,FBgn0033155,2R,7272275,7278101
CG13321,FBgn0033787,2R,12953112,12955712
CG8654,FBgn0034479,2R,19979242,19984895
Psc,FBgn0005624,2R,12965997,12980994
CG34459,FBgn0085488,2R,16824664,16826648
Nox,FBgn0085428,2R,16307269,16316485
CG12025,FBgn0035285,3L,1865430,1869491
CG32191,FBgn0052191,3L,17806451,17809146
Chmp1,FBgn0036805,3L,18682895,18684061
Crtc,FBgn0036746,3L,17659818,17669234
CG7497,FBgn0036742,3L,17633449,17638001
Pep,FBgn0004401,3L,17638103,17645036
CG7542,FBgn0036738,3L,17549826,17550980
CG7430,FBgn0036762,3L,17846916,17849601
CycT,FBgn0025455,3L,17551004,17557788
ssp2,FBgn0036389,3L,13965203,13973067
Nxf3,FBgn0263232,3L,13965203,13973067
Gbs-76A,FBgn0036862,3L,19281364,19292766
Max,FBgn0017578,3L,19262232,19264184
Bet1,FBgn0260857,3L,19261394,19262437
CG8180,FBgn0034021,2R,15472175,15482834
CG30472,FBgn0050472,2R,15423185,15424139
CR45235,FBgn0266770,2R,15423185,15424139
Rab26,FBgn0086913,3L,21318774,21335027
CG14478,FBgn0028953,2R,17457663,17465795
hbs,FBgn0029082,2R,15011396,15042134
emp,FBgn0010435,2R,24976456,24986070
CG7461,FBgn0034432,2R,19305172,19307445
mspo,FBgn0020269,2R,14671396,14713622
Dis3l2,FBgn0035111,3L,212709,216479
Zyx,FBgn0011642,4,1057365,1065001
danr,FBgn0039283,3R,25138072,25139903
sxe2,FBgn0038398,3R,16083878,16087222
EndoGI,FBgn0028515,2L,16257688,16259511
DAAM,FBgn0025641,X,1289713,1322362
Try29F,FBgn0015316,2L,8998537,8999816
deltaCOP,FBgn0028969,X,1859141,1861790
Syt1,FBgn0004242,2L,2772327,2799979
sisRNA:1,FBgn0285959,3R,5609245,5609611
CG14812,FBgn0026090,X,1857889,1858971
CG12236,FBgn0029822,X,5908135,5913079
CG3587,FBgn0023521,X,1940307,1941536
CG3527,FBgn0029714,X,4551973,4553006
CG5928,FBgn0029836,X,6067958,6069264
brn,FBgn0000221,X,4104342,4105791
RpL36,FBgn0002579,X,628338,629483
Appl,FBgn0000108,X,530501,579044
CG33722,FBgn0064126,3R,8244055,8248054
CG18749,FBgn0042182,3R,8244055,8248054
Ncoa6,FBgn0031698,2L,5315290,5326683
CG4587,FBgn0028863,2L,15644183,15718272
nAChRalpha6,FBgn0032151,2L,9793317,9886250
RpL36A,FBgn0031980,2L,8041873,8042909
Jon25Bii,FBgn0031654,2L,4952243,4953136
lid,FBgn0031759,2L,5989400,5999501
mxt,FBgn0031637,2L,4841482,4847295
Spt,FBgn0033348,2R,8920270,8922755
Rint1,FBgn0035762,3L,7323619,7326255
Dyrk2,FBgn0016930,2L,14184478,14234126
Golgin245,FBgn0034854,2R,23371360,23377045
GCC88,FBgn0037881,3R,11228158,11230600
GCC185,FBgn0037979,3R,12010772,12015059
btsz,FBgn0266756,3R,14804092,14875488
mfr,FBgn0266757,3L,8905918,8912671
Esyt2,FBgn0266758,3R,24544719,24556549
Zwilch,FBgn0061476,3R,31210966,31213376
Zw10,FBgn0004643,X,2604197,2606824
Leash,FBgn0037856,3R,10885540,10896418
scaRNA:PsiU5-44,FBgn0263487,2R,14602986,14603124
CG46319,FBgn0284235,2R,10124293,10137472
unc80,FBgn0039536,3R,27662439,27677099
CG43232,FBgn0262877,2L,6932121,6932954
anchor,FBgn0036741,3L,17621824,17630971
twi,FBgn0003900,2R,22985374,23048325
CG13293,FBgn0035677,3L,6082883,6092188
CG45676,FBgn0267236,3R,11418885,11419295
sgg,FBgn0003371,X,2633952,2679553
CG34458,FBgn0085487,2R,16672033,16672889
side-II,FBgn0259213,2L,14907489,14972300
side-III,FBgn0083949,3R,5862865,5959555
side-IV,FBgn0038156,3R,13450590,13464184
side-V,FBgn0085400,2R,23163012,23203973
side-VI,FBgn0083950,3R,10972381,11050175
side-VII,FBgn0037736,3R,9734012,9739979
side-VIII,FBgn0086604,2R,20424338,20478951
Pgant1,FBgn0034025,2R,15511710,15515597
Pgant2,FBgn0031530,2L,3404460,3426719
Pgant3,FBgn0027558,2R,7057654,7061732
Pgant4,FBgn0051956,2L,3472603,3475338
Pgant5,FBgn0031681,2L,5072170,5093592
Pgant6,FBgn0035375,3L,2782255,2786010
RpL40,FBgn0003941,2L,4227699,4228561
Rrp40,FBgn0260648,2L,1728732,1729762
CG6115,FBgn0040985,2L,16887109,16887966
Rack1,FBgn0020618,2L,7825347,7827315
RpL24,FBgn0032518,2L,13393687,13395131
RpS2,FBgn0004867,2L,9896265,9897552
Gdi,FBgn0004868,2L,9491176,9494876
CG9555,FBgn0032085,2L,8991735,8993632
Arr1,FBgn0000120,2L,18078269,18081307
Mdh1,FBgn0262782,2L,10393774,10396332
CG17906,FBgn0032086,2L,8994391,8995617
CG7110,FBgn0032521,2L,13398991,13411047
Vm34Ca,FBgn0003983,2L,13411141,13411631
CG45263,FBgn0266801,3R,8364328,8477617
CG17242,FBgn0250841,2L,2268106,2269140
CG14926,FBgn0032360,2L,11342301,11343318
CG34166,FBgn0085195,2L,14743193,14743879
CG43271,FBgn0262960,2L,17914365,17915023
CG13946,FBgn0040725,2L,776536,776941
CG42681,FBgn0261567,2L,14744421,14744817
CR17567,FBgn0040994,2L,14744421,14744817
Pgant7,FBgn0030930,X,18495067,18499986
Wdr92,FBgn0036771,3L,17908143,17909683
rump,FBgn0267790,3R,9505853,9510324
rgr,FBgn0267792,2R,8600415,8612295
CG33939,FBgn0047095,X,19171077,19174900
CG33946,FBgn0047000,3L,6220578,6220949
CG33947,FBgn0083068,3L,11096496,11098556
Sdic3,FBgn0052823,X,20189440,20194227
CG41378,FBgn0085638,2R,2770380,2846708
uex,FBgn0262124,2R,3900285,3949425
CR40503,FBgn0085738,2R,3900285,3949425
CG40160,FBgn0058160,3L,26215815,26229433
CG42402,FBgn0259821,3R,4077939,4104326
CG41520,FBgn0087011,2R,1649061,1778937
CG30274,FBgn0050274,2R,22825093,22828903
CG42284,FBgn0259179,2R,22821430,22828903
JYalpha,FBgn0267363,4,879,5039
Pgant8,FBgn0036529,3L,15683872,15686598
CG42671,FBgn0261553,3L,11214505,11230745
CG12831,FBgn0033141,2R,7070495,7074152
Pal2,FBgn0262728,2R,23688077,23690838
CG30183,FBgn0050183,2R,23690247,23697824
CG30278,FBgn0050278,2R,22217285,22218500
CG4646,FBgn0033810,2R,13219396,13220251
CG4716,FBgn0033820,2R,13256587,13257446
CG42700,FBgn0261611,2R,12279771,12300795
CG5770,FBgn0034291,2R,18044046,18045073
CG5773,FBgn0034290,2R,18042296,18043744
ths,FBgn0033652,2R,11756817,11814424
GlcT,FBgn0067102,2R,22075988,22079381
Hdc,FBgn0005619,2R,10237988,10246077
CG34221,FBgn0085250,2R,10197136,10199711
CG5348,FBgn0034156,2R,16766804,16769238
Cyp6w1,FBgn0033065,2R,6173684,6176195
CG10307,FBgn0034655,2R,21688773,21690253
HmgD,FBgn0004362,2R,21701458,21716727
CG30398,FBgn0050398,2R,21717804,21718832
HmgZ,FBgn0010228,2R,21697488,21707861
Mal-A6,FBgn0050360,2R,8465158,8467595
Mal-A7,FBgn0033296,2R,8468646,8471663
CG13177,FBgn0040759,2R,12163675,12164896
Oda,FBgn0014184,2R,12166295,12174264
CG34232,FBgn0085261,2R,12164909,12165812
Sod2,FBgn0010213,2R,16772785,16773915
Acp53C14c,FBgn0053530,2R,16750776,16751495
CG43325,FBgn0263030,2R,22655549,22657135
Acp53Ea,FBgn0015584,2R,16749803,16750335
Acp53C14b,FBgn0034153,2R,16748815,16749460
Acp53C14a,FBgn0034152,2R,16747834,16748590
CG15617,FBgn0034151,2R,16745223,16746579
Sfp53D,FBgn0259967,2R,16744295,16745114
nsr,FBgn0034740,2R,22650556,22653595
CG13510,FBgn0034758,2R,22657901,22661389
CG13511,FBgn0034759,2R,22657901,22661389
CG42565,FBgn0260767,2R,22657901,22661389
RYBP,FBgn0034763,2R,22670587,22673212
CG3746,FBgn0034755,2R,22648995,22649750
CG2852,FBgn0034753,2R,22644646,22646344
CG3760,FBgn0022343,2R,24938181,24939769
CG12851,FBgn0035086,2R,24948645,24955677
Atf3,FBgn0028550,X,1242740,1275284
CG14770,FBgn0029573,X,1369249,1370176
CG14777,FBgn0026872,X,1466134,1468692
Scgdelta,FBgn0025391,X,1735945,1754065
CG14817,FBgn0026089,X,1876294,1877270
fz3,FBgn0027343,X,769945,784222
Mp20,FBgn0002789,2R,13246670,13248880
CG4712,FBgn0033818,2R,13248894,13251724
CG32809,FBgn0023531,X,1673110,1692768
Ugalt,FBgn0024994,X,2701124,2703852
Alg14,FBgn0030645,X,15472164,15472859
CG32815,FBgn0052815,X,932466,939424
CG32816,FBgn0052816,X,316576,470726
CG11378,FBgn0040364,X,1170828,1173797
vnd,FBgn0261930,X,582121,598151
CG11398,FBgn0040366,X,1211989,1215156
Amy-d,FBgn0000078,2R,17124764,17126369
Acp54A1,FBgn0083936,2R,17133445,17133750
CG11400,FBgn0034198,2R,17134129,17135345
Cyp6a22,FBgn0013773,2R,14871366,14873705
CR44391,FBgn0265541,2R,17135595,17136325
CG43107,FBgn0262567,2R,17140495,17140865
CG43103,FBgn0262563,2R,17139450,17139931
Amy-p,FBgn0000079,2R,17118636,17120303
CG14483,FBgn0034248,2R,17585195,17586294
east,FBgn0261954,X,2010860,2024647
Actn,FBgn0000667,X,2023822,2042311
ph-d,FBgn0004860,X,2115727,2123286
Cyp6a17,FBgn0015714,2R,14873953,14875739
CG13171,FBgn0033701,2R,12214010,12214395
CG13560,FBgn0034899,2R,23747560,23748477
CG5532,FBgn0034902,2R,23752754,23753515
Tsp42Ed,FBgn0029507,2R,7009498,7011739
CG9304,FBgn0034674,2R,21973122,21976386
TpnC47D,FBgn0010423,2R,11273845,11275286
CG10834,FBgn0032972,2L,22106862,22107304
CG15263,FBgn0028853,2L,15285000,15286047
CG15293,FBgn0028526,2L,14108057,14109447
CaBP1,FBgn0025678,2L,16354886,16356735
sip1,FBgn0024191,2L,5721051,5723944
CG11835,FBgn0031264,2L,560568,563819
brp,FBgn0259246,2R,9503765,9541565
Corin,FBgn0033192,2R,7540111,7564435
Alg1,FBgn0038552,3R,17809401,17811134
CG45307,FBgn0266845,2L,8751715,8752122
Rab5,FBgn0014010,2L,2359142,2365273
CG17224,FBgn0031489,2L,3016441,3018308
S,FBgn0003310,2L,1049674,1077815
CG7420,FBgn0031344,2L,1500784,1502904
CG1835,FBgn0031127,X,20661917,20669669
CG18234,FBgn0265268,3L,18603425,18605415
CG17290,FBgn0034201,2R,17154589,17157125
CG12780,FBgn0033301,2R,8551859,8552290
Lcp1,FBgn0002531,2R,8430115,8431243
CG1317,FBgn0035333,3L,2367843,2371939
Blimp-1,FBgn0035625,3L,5630983,5652094
CG5084,FBgn0034288,2R,18018665,18020211
Spn47C,FBgn0033574,2R,10938425,10941738
nAChRalpha4,FBgn0266347,3L,23206669,23287448
CG11438,FBgn0037164,3L,22465619,22468076
CG13887,FBgn0035165,3L,837861,839931
ens,FBgn0264693,3L,4122907,4134550
Zasp66,FBgn0035917,3L,8624371,8638813
CG15144,FBgn0032648,2L,17525585,17529122
CG32369,FBgn0052369,3L,7777105,7809825
CG32452,FBgn0052452,3L,22717728,22719943
CG6983,FBgn0035896,3L,8443042,8449377
CG33229,FBgn0053229,3L,223852,225605
